text,label
4:  ما تعريفك للحب الحب الحقيقي هو الذي ينتهي بيد ثالثه وغير ذلك اكاذيب ..! ❤️,love
i feel so invigorated when its cold,joy
i feel honored to have had the opportunity to sign my book within the walls of this library,joy
مبروك يا فهيد الشعب يشكرك علي رفع اسم الكويت عاليا واتمني لك التوفيق والسداد في حياتك   فهَيد الديحاني,joy
i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book,anger
i don t know why i am feeling so sarcastic tonight but christian seems to enjoy my banter and every time seth apologizes for my behavior christian tells him it s quite alright and locks eyes with me,anger
انا لله وانا اليه راجعون توفي منذ قليل اسلام نجيب لاعب النادي الاهلي في كره السله بعد حادث سير 😕👋  الله يرحمه,sympathy
يا وعدي عالايام بندق بابها كتير .. ليلها قمر و غيام و غريبه في المشاوير ! الخال منيب .,joy
fake123 يا بت ميتين اللبوه .. ابعتيلي رقمك دي ام,anger
حلمي المفروض كان اترحل مع حازم,anger
الحمد لله انها هتتلغي الاوليمبياد الجاي,joy
الاوليمبياد بمواعيدها دي عايزانا واحنا عيال وواخدين اجازه اخر السنه,none
حتيٰ  الحب رزق ! لما قال  الرسول عن خديجه : اني رزقت حُبها .. تبيان صريح علي ان الحب  عاطفه توهب ، تمنح ، تهدي من السماء♡   يارب,love
انشاء الله نبعت كابتن احمد فتحي الاوليمبياد يكمل مع كابتن احمد الاحمر منتخب اليد,none
i got the feeling watching it that only from starting out by making hats for his school friends could one develop such a clever use of resources train tickets doc marten soles barbies and shattered mirrors to name a few,joy
لو ان القهوه العربيه امراهً لـَ حبّيت راسها 😌☕💛  حُب  غزل,love
i read her novels to make me feel relaxed,joy
وَقُل رَّبِّ ارحمهما كَمَا رَبَّيَانِي صَغِيرًا  ربي ارحمهما،و تعطف عليهما بمغفرتك و كما تعطفا علي في صغري، فرحماني و ربياني صغيراً.,sympathy
i devote a significant amount of emotional energy to feeling anxious and thus become irritable or frustrated with very little provocation,fear
انا خايفه افتح تويتر والله,fear
i didnt smoke in the house or car but i can remember feeling so agitated on the way home from anywhere,anger
تخيل كده فريق برشلونه راح اشترك في الاوليمبياد في الكوره و المفروض ان يكون في فرق منافسه .. هو ده بالضبط منتخب قطر في الهاندبول  قطروفيتش,none
مش كل مره تتقمص وتمشي  بدل ما تمشي طمني !  انا بخاف ! بخاف يا عمر  ..   حب البنات ????????,fear
i go to the church service not youth i feel like im hated and i know im not the only one,anger
: بعد تحرير اهالي  منبج من بطش داعش ظهروا امام العالم وكانهم خرجوا من [ ظلمات ]الي[ نور ] ظلمات داعش لا تقارن باي ظلمه,fear
: اهل اليمن ادري بشعابها ما نحن الا محبين لهم مشفقين عليهم  يكفيني من محسن الاحمر اذا شارك في الحرب فعلاً ان يطهر شمال اليمن ويب…,sadness
ودي العب بهالزحليقه بس خايفه م ازرق منها انشب بالنص😖😖😩😩,fear
يا باسم يا سافل ايه اللي عملته ف الاسماعيلي ده :D,anger
يا حي ياقيوم ياذا الجلال والاكرام! فرّج عن اهلنا في ، وارفع عنهم الباساء والضراء، ياارحم الراحمين ويااكرم الاكرمين!,sympathy
i feel so resentful at the sun for chasing me into the house most of the day,anger
i love feeling brave,joy
i feel satisfied with the manner in which i have settled in to my new school and feel that i a now in a position to slowly weave my magic,joy
ثقافه  الاحتشام  عمومًا، البنت التانيه ماكانتش محجبه بس لابسه sleeves وpants برضه. اللي اتريق كان محتاج دقيقه يفكر ان دي ناس في الاوليمبياد.,none
i felt myself melting away again but this time it was a happy feeling not a scared one,fear
تقريبا ليا اكتر ساعتين بتفرج في القنوات علي الاوليمبياد ..الجو والفرق واللاعيبه حاجه جميله بجد ... شرف لاي حد يمثل بلده في التجمع الكبير دا,joy
i couldn t hear the whir of its motor or feel the stir of cool air,joy
i feel like i should care that im a bit heartless not to,anger
مهو ده اللي بتكلم فيه بالضبط الاوليمبياد اللي فات اظن ايه مدني اتكلمت ان مصر موفرتش سلاح الليزر بتاع الرمايه تتدرب عليه,sadness
im feeling annoyed to add on i dont feel important or whatever shit anymore,anger
i cant even get through schindlers list much less see the actual death chambers and feel the ghosts of the tortured around me,anger
before getting back the results of a test in school,fear
لم يقتل احدًا، ولكنه جعلنا فارغين من جميع ملذات الحياه 😭,sadness
: قربنا نتخرج وزمايلنا لِسَّه محبوسه من سنه تانيه والله اعلم هيخرجوا ولا لا،ربنا يصبرهم ويصبراهلهم،و ينتقم م الظالم.! *افتكروه…,sympathy
i should feel complimented or insulted,anger
خايفه استبق الاحداث حيث ان الموضوع لسه مش رسمي بس خايفه من سولي حقيقهً..,fear
i feel really irritable when im surrounded with it,anger
السعوديه الثالثه في السمنه مفروض الاولي ب السمنه علي كثر ما يسوون تكميم ????????,anger
ليست كُل القُلوب التي ترحل ناكرهً لِ  الحُب فبعضُ القُلوب ترحل لِـ انها،،،،،تُحب,love
توفيق مخلوفي شكرا لك ..لقد اهديت للشعب الجزائري ميداليه غاليه لكن لايجب السكوت علي النتائج الكارثيه للبعثه الجزائريه في الاوليمبياد,joy
بعد ماكنا بنكسب ميداليات دهب في الاوليمبياد   بقي اكتر الامل دلوقت سلسله مفاتيح,sadness
منور  محمد عساف   سيوف العز,joy
كم تمنيّتُ لكن ،.. لم اجد صدراً يزفُّ مدامعي ..  عبد,sadness
: يا رب يسّــرها علي كـل ضــايق وارفع ستار الهم عن كل محزون لو كان في درب السعاده عوايق تهون مع يا خالق الكون,sympathy
احيه هعيط والله :) شكل علم فلسطين وهو بيتنطط مع صوت وعزف مارسيل حاجه كده ما تتوصفش والله,joy
e5552000 علي فكره الناس مش معترضه علي البنزين انما خايفه ان الحكومه مش حتسيطر علي زياده اسعار من التجار الجشعين والتجربه اثبتت عجزها,fear
i also think it is puzzling that after this particular administrator has singled me out for praise on my ability to get my students to read that he feels that ssr time is not a productive use of class time,joy
i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,fear
مذيع النايل سبورت: احنا بقالنا كتير ما اخذناش ميداليات اوليمبيه من بعد اوليمبياد لندن 2012  علي اساس ان الاوليمبياد ده بيتعمل كل اتنين وخميس,none
i feel weird a href http bondmusings,fear
: سيتسابق من يحبك لراحتك و يعلم ان ما يقدمه سينعكس عليه .. الحب تحديدا لا يُطلب ولا يمكن استجدائه اسمي  عاطفه تتاثر بكل م…,love
im kind of feeling nervous and anxious about all the shit i have to do today,fear
im by no means huge however as im only i find that any extra weight at all makes me feel very uncomfortable in myself as well as my clothes,fear
لا مؤاخذه يا مخ هو المنتخب وصل الاوليمبياد و انا معرفش ؟ 😏😂,surprise
اللي فاكر انه لما يسف علي محمد حازم هنتضايق يبقي حمار لان احنا من اول يوم مش معترفين بيه كابتن نادي الزمالك اصلاً، ده عيل عربجي والله !,anger
i cant wait till the summer when we feel somewhat carefree once again,joy
i don t want to feel annoyed resentful or angry at the fact that he s already had the experience of having and raising kids,anger
i feel so resentful about having to take care of us and not getting to do what i want to do,anger
i want to do all but i cant help feeling greedy,anger
يَ فتنه عيونك كل ما اناظرها سّهيت ..!  بوح,love
M L   بجد العضمه كبرت ولا ايه 😂😂,surprise
i woke up feeling all frustrated and upset again re enacting the moment i had to succumb to the docs insults and arrogance for a favor to clarify truth about my health,anger
22   حمدين صباحي حيموت علي الرياسه ياعيني كل شويه يقول انتخابات مبكره لما زهقنامش عجبك عمك السيسي,joy
يا بنتِي سبونج بوب ده اتمنع من نيوزيلاند و السويد و كام دوله كده عشان بيُحرض علي المثليه الجنسيه,anger
i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life,joy
لو تفعلهاالمانيا وتتاهل لنهائي الاوليمبياد بيكون يوم ثاري وانتقام من البرازيليين ذكري السباعيه المؤلمه فنهائي كاس العالم  المانيا نيجيريا,none
i write this i still have that vaguely spacy feeling and im not sure ill be an effective human being,joy
هل تعلمون ماهي مقدمات مقدمات الحب هو  الاعجاب ،،,love
7agh    7l قلت لك معندي مشكله يتزوج علي لو شاف مني عيب  بس انت متفهم الحمدلله و الشكر,love
i feel i can be a bit selfish myself,anger
i did feel for her but honestly i was just too glad to have some kind of salvation from the merciless sun,joy
: نشرت صحيفه ذا هيندو الهنديه تقريراً اتهمت فيه تحالف العدوان الذي تقوده  السعوديه بارتكاب الكثير من الجرائم بحق الشعب اليمني,anger
i always plant a big section of lettuce and i leave it open for those pesky bunnies so that they can feel all rebellious as if they are raiding my garden,anger
مش معقووول . . موراتا افضل منه,surprise
i still feel that i expect pieces of the world from him but im afraid to come close and place those expectations upon him again in fear that hell disappoint me,fear
الله يجبر كسر قلوبكم في غاليتكم،ويغفر لها بغفرانه مقصرون معكم اخي الغالي ، وعزائنا ان القلوب تحزن لحزنكم فعظم الله اجرنا واجركم.,sympathy
i forgive myself that i have accepted and allowed myself to feel terrified when i can not move myself or speak or scream in sleep paralysis,fear
:   ورب الكعبه وربي شاهد عشقها في قلبي و هواها ساكن اضلاعي و اسمها فخري و احبها كما احبها اجدادي وهي امانه وكنز لن اف…,love
i mean i could literally feel him feeling content,joy
ive been hearing about too many things happening back i singapore and it gets me feeling irritated and depressed about not being able to be there,anger
i feel like this never get impatient around sharp objects as it will inevitably lead to tears,anger
ايه رايِك في حوار الشبكه الفضه دي؟ • يجيلي شبكه فضه ليه طالعه التانيه في الاوليمبياد؟ ههههههه 😂😂  ...,surprise
خايفه من فرط العشم انخاب,fear
hosseiny:  كلنا دشتي من يقول علنا نحن مع اسرائيل لا يعاقب في السعوديه  اما الاحرار في هذا العالم يظلمون,anger
عندما لايريدك شخص الا ان تكون مجرد الم في الماضي  خيبه,sadness
واخيرا نت واخيرا شفت امي✌️✌️,joy
: كيف هان الحب وانا اللي وفيت كنت عايش قصه  فيها هيام اختصرها في شطر واحد ولابيت المحبه اخلاص صدق و ا هتمام  الشاكي الهذ…,love
مول حسان بيولع يا جدعان وفي ناس محبوسه هناك,surprise
علي مشارف نجران شدو حيلكم اهل اليمن انجزتم الكثير اهم شي، اجتماع البرلمان اليمني الذي رح يكسر شوكه الكل ورح يسحب الثقه من حكومه الدنبوع,joy
taif1 تفـاعلنـا معــــكم باحسـاس لا يخيب والامل فيكم كبير شكرا  مجله الطائف شكرا  غرفه الطائف,sympathy
i guess thats why i bought some black nail varnish cos i was feeling rebellious,anger
i feel that this was their mistake and they are just being rude,anger
i feel unsure or scared i talk,fear
i was sent home still feeling a bit shaky and dizzy,fear
و ناس فضلت تعافر و تمسك ف الحياه ❤,joy
im back with another skincare review well actually i feel reluctant to make a review of sectret key snail egf repairing gel cream because i even stopped using it switched back to my second jar of a href http sparkleapple,fear
لا تغيب اكثر حـبـيـبـي خاف اموت من الـحـنـيـن  Love,love
اعتذر ..ان بدالك شي غير اني احبك*,love
وعلي سبيل الاعترافات:  كل ما نكتبه هنا نحاول بطريقه او باخري اعاده تجميل صوره الواقع وترتيب المشهد من هذه القسوه التي نشاهدها ✋🌷,sadness
اللي يشوفها في الشارع ميشوفهاش ع الانستجرام,surprise
ربنا معاهم احسن من اي حد ربنا يتولاهم بي رحمتو  انقذوا اطفال السرطان,sympathy
i was feeling productive,joy
هي جنات ده كائن بشري زينا ولا ملاك نازل من السما ???? يخربيت حلاوتك ????,love
: يقول الحسن البصري : لا اظن ان الله يعذب رجلاً استغفر .فقيل:لماذا؟ قال: كيف يلهمه الاستغفار ويريد به اذي. {وما كان الله معذبه…,love
:  منفذ هجوم ميونخ ايراني  حاولت ايران دعم افتعال حروب داخليه بين المسلمين  ولما فشلت اتجهت لتشويه صوره الاسلام,none
i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment,joy
i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,fear
الشعب الاسباني مالهم حل يبون الصداره لااحساس ولاضمير????????????????????????????  السعوديه الثالثه في السمنه,anger
FC الله يوفقكم مهما حصل الجمهور معكم,sympathy
عن تجربه حط عالحرق معجون سنان و متسالنيش ازاي بس هينجز جدا 😂,surprise
cccc يادين امي علي الفتي تعتيم اعلامي وانتي اللي عارفه يالواحظ انتي فين يالواحظ,surprise
i will still feel insecure,fear
ربنا يستر. والله مرعوبه,fear
ثوره الغلابه الله يوفقهم وينصرهم ضد الطغيان وحكم العسكر,sympathy
: متي يعي الاحبه اننا اذا اشدنا بتركيا فنحن لا نعادي الامارات، واذا شكرنا الجزيره فنحن لا نذم العربيه، وبعد هذا وذاك، لا نزايد ع…,anger
i dont expect reilly will mess them up and since we have no cats i feel pretty safe leaving them in place,joy
شكر ا حسين الجسمي نشكرك من كل  قلوبنا انو فكرت بينه وهديتنله هاي الاغنيه الجميله الرائعه يا مبدع????????????,joy
i feel hesitant to do it since i don t have any experience with programming and all,fear
i feel about putting on brave faces fuck that let s get real,joy
انشالله .ديما شباب شمال افريقيا مشرفين العرب في الاوليمبياد :D :D قداش خدت تونس ميداليه تاو,joy
i feel that being faithful isnt enough in your eyes,joy
في الاوليمبياد,none
بحضور نيمار  منتخب العراق يجبر البرازيل علي التعادل    ويعزز حظوظه في التاهل للدور القادم في الاوليمبياد العراق 0 0 البرازيل,none
N K83     بسبب حرب الخليج ضلت دول الخليج مديونه لامريكا وهي من وسوس لصدام بان الكويت جزء من العراق ماخلاها في نفسه  حرب الخليج,sadness
i had just eaten a particularly dreadful railway burger and so was feeling irritated before i even read his remarks hence my suggestion that he was only a so called environment secretary,anger
q8: تفاصيل وجهك وابتساماتك الرحبه يعيشون امه كامله في تاملها  مساءكم والجو الحلو 😍🚬,love
i feel as if i have had enough sleep and have much more vital energy than i have ever had before taking it,joy
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,anger
الاوليمبياد,none
ar       اين انتم من هذا الاجرام    ايران ام الارهاب   اعدام 21 داعيه سنيا في ايران,anger
الاوليمبياد والعالم كله والسوشيال ميديا كلها مقتنعه ان ساره سمير خدت برونزيه الا قناه النيل بيباركولها عشان خدت الفضيه 😂😂,none
2016: شعور حلو لما يكون فيه شخص خايف تفقده وهو خايف يفقدك انت معتبره سعادتك وهو شايفك الدنيا بعينه.,fear
i will start to feel resentful,anger
الجيش الامريكي في الاوليمبياد 😂😂😂  OlympicGames,joy
i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,anger
i woke up this morning feeling content despite yesterday being a day involved in mundane paperwork that government bureaucrats revel in,joy
ما تنشفو يا جدعان بقا الماتش بيروح ، الامل فيكو سمعتنا بقت وسخه في الاوليمبياد قدام اللي يسوي واللي ميسواش,none
i feel so helpless but so well protected,fear
i feel bitter theofilou said of the lack of support to nods of agreement by kastrioti who waited for her turn to board,anger
اجمل ماقيل بالحب الاكيد حب  الروح قبل الكلام قبل ماشوف شخصه امتلك  قلبي انا  حقيقه,love
وكسه مصر  عفره مصر :////,anger
abdullah895   rsawi الله يعوضك ويرزقك بالي افضل منه ... هذه سرقه عيني عينك وياليت ماتسكت عن حقك لو كلف الامر الي توكيل محامي ممتاز,sadness
in a dam lake,fear
لماذا تستنكرون ع  الجزيره من تاريخ اسست وهيا ضد السعوديه تلفق الاخبار وتلفق الاباطيل وتزور الاخبار يهوديه لسان عربي,anger
i can but i feel massively uncomfortable doing it it consumes massive amounts of processing power and i associate it with some very bad situations ive been in recently,fear
i feel scared and stupid,fear
i feel like a lot of people are intimidated by false lashes because it seems like a largely unnecessary process during your makeup routine,fear
i can see or feel about it is the divine possibility of being with you away alone for one long golden day at last anywhere,joy
i get to pursue things that spark my curiosity and make me feel useful,joy
: اللهم نستودعك اهل  الموصل واهل اللهم احفظهم وانصرهم اللهم انصر دينك وسنه نبيكﷺوعبادك الصالحين,sympathy
غالباً هيبقي اسرع هدف في الاوليمبياد كلها,none
العلاج ابسط حقوقهم  الرحمه  انقذوا اطفال السرطان,sympathy
انا بسال علي علاقه الاوليمبياد بالحجامه مش فاهمه الموضوع اتفتح ليه حاليا,none
i breaking skin feels like and it s not pleasant,joy
الحمد لله اول ذهبيه مصريه في الاوليمبياد لصاحب اجمد تعريصه مبروك  حماده طلعت,none
متعاطفه معاك وحسه بيك,sympathy
ما بالنا نتعامي عن مصائرنا *** ننسي بغفلتنا من ليس ينسانا,sadness
i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby,anger
النصر الوداد صح انها مباراه وديه بس استفزني ضحك العنزي مدري يضحك ع وش رغم انه قدم مباراه ممتازه طبعاً يحيي الشهري لاعب يرفع الضغط بختصار !,anger
Alhashemلا يوجد مخرج لنفط داعش سوي تركيا.هكذا تقول الجغرافيا السؤال :يوجد بصمه لنفط كل حقل تعرف بالتحليل ويحدد مصدره.اين امريكا من ذلك,anger
فيدرير زمان اوي في هوجه الاعتزال كان بيدي الاوليمبياد ديد لاين اللي هو انا مش هعتزل قبلها علي اساس اهميتها وجه قبلها باسبوعين انسحب,surprise
: ???? ابنتي  في السلطان نعم انت بنت ديرتنا وغاليه عالينا ولن نقبل بالاساءه لك ولذلك سننصحك نصح الاخ لاخته والاب لابنته .. وهي…,joy
تحيا مصر تحيا مصر تحيا مصر  لن نبيع شرف مصر  ان شاء الله الخير قادم والمستقبل لنا والارهاب والخونه الي زوال,love
هي عاهرتنا التانيه بلاد الفضه لسه في الاوليمبياد و لا خدت الصابونه ؟؟,none
وهب الله لنا الحياه لكي نعشق  الاهلي فقط هذا ليس مجرد نادي انه ♥♥♥♥♥♥♥♥♥♥,love
محمد يوسف بطل مصر يغيب عن الاوليمبياد فقط لانه ارتدي تيشيرت يحمل شاره رابعه في بطوله العالم منذ عامين,none
i feel flirty playful sexy reckless,joy
الديحاني بدون العلم  حقق الذهبيه للكويت الرشيدي بدون العلم حقق البرونزيه  دكتوره احلام  بدون جنسيه  الاولي بالطب  ما اروع مواطنه الانجازات..,joy
having unwanted attention paid to me in my place of work harrassment and sexual harrassment by another worker disgusted by his implications,anger
i feel a bit dissatisfied with my current network,anger
خايفه من عالمكم اللي مدري كيف صاير .,fear
هياها ليا احالها عامله حفله وغمزها كاهم ولاد صغار وما احتفلت ولا اد من طلاب ستار اكادمي,joy
سعاده رئيس مجلس الامه المنتخب شرعياً  العم احمد السعدون  اذا اتتك مذمتي من     فاسدٍ     فتلك الشهاده بانك     شريف      مساك الله بالخير طال عمرك????,love
ماذا لو اعتصمت بك نمله الشيخ عبد المحسن الاحمد,joy
BKBASHY: قصف روسي/صفوي عنيف علي حلب     وصمت عربي حقير جداً     ونخشي من ولاده تطرف يدمر الكره الارضيه قاطبه  كفي قتلاً بالمسلمين,anger
im feeling really shaken up today my stomach hurts ibleeditout i ran into some friends and kodi has been a complete brat,fear
جوايا خوف من كلمه الظروف تبقي طريقي ..,fear
i feel like im presenting myself in a less hostile manner now when i am dragged to an event or gathering full of stupid fake people,anger
:  احببتها والانجيل شرعتها  ومحمدٌ  نبيي  والمسيح قدوتها واحبتني بكل ذره تسكنها  يا قومي هذا  لايفرق  بين  ديني  ومعتقدها…,love
وهناك تقدمت للمشاركه في الاوليمبياد ولاول مره يسمح الاوليمبياد بمشاركه لاجئين    لعبت بالامس في سباق ال 100 متر فراشه وحصلت علي المركز الاول,none
مره شيشه و مره علم بلد تانيه، الاوليمبياد الجاي نبعتلهم صوفينار,none
صباح المذاكره,joy
ضاعت ازاي بس !!,surprise
i was feeling a little adventurous and ordered the seafood paella and lemonade and after the drink arrived i kicked myself as i should have ordered a glass of sangria,joy
ننسي كل الم وكل زعل من اجل من يحمل شعار الوطن نعم حزنا وانكسرت قلوبنا لكن انتم منتخبنا سندعم ونقف معكم ولن نتركم اسبوع لعيون ابيضنا الغالي,sympathy
i want to write that makes you feel the frantic induced nightlife of being on speed,fear
i always get questions about blocking in my classes and its a topic i feel pretty passionately about as a knitter and as a teacher,joy
هي بعثه مصر في الاوليمبياد سافرت علي حساب السعوديه والا ايه عضو من البعثه رافع علم السعوديه,surprise
منتخبكم ضعيف يا ريت ياخدونا مثل وقدوه في الاوليمبياد يمكن يغيروا ويحصدوا الميداليات,none
when my boyfriend last told me he loved me after i gave him an impulsive kiss,joy
اللهم انهم مغلوبون فانصرهم ربي قد مسّهم الضر و انت ارحم الراحمين .  العراق,sympathy
ودي اعاتبك، بس خايف اكتب لك وتبكيني العبارات..,fear
i feel so pissed off that i can bite off a fucking tree log,anger
: اللهم ان تنصر اخواننا المستضعفين في سوريا والعراق وفلسطين واليمن وجميع بلاد المسلمين اللهم كن معهم فوحدك الناصر والمجيب ي…,sympathy
انا طلعت عامله فولو لناس بضان كدا,surprise
ممكن نكسب ماتش ف اي لعبه ف الاوليمبياد ؟,none
im feeling bouncy enough and if i can rustle up some people keen to go with me,joy
i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending,anger
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,anger
i want to say that i feel as though i dont play a really vital role in anyones life with the exception of one friend,joy
♩♡ من برَادالجرح موجعني الحنين ضمّني ،  محتاج ضمّه داَفيه لا / تغرّك كذبتي مَاني لا تظنّ انّي .. بخير و عافيه / !,sadness
صوره كريم محمود عبد العزيز وجعتلي قلبي فعلًا. ربنا يصبرهم,sympathy
i feel all festive sitting down with my address book and list christmas songs in the background and writing a personal message in each one congratulations on your exam results,joy
الاوليمبياد  سرده انو بالنسبه لرفع الاثقال  هيدي رياضه او عقوبه؟,surprise
خايفه في 2017 يقولو لينا الهواء بقروش .,fear
i think about myself personally when it comes to investing i feel like i would fall into the investment category of getting greedy i think id invest into a bombing market like coca cola in the s,anger
i hate to feel threatened totally,fear
وما الحب الا  لوالدي   وما الشوق الا ضحكته ..  الله يرحمه,sympathy
محدش عارف هما تعبوا اد ايه عشان يوصلوا الاوليمبياد و هم مش ناقصين تعليقات الجهله في اللعبه لادائهم و لا تعليقات المصريين عموما علي لبسهم,sadness
matooq: الحمد لله وقع فيصل الخراع لنادي الخليج والله يوفقه بعيد عن  الاتحاد حاول ان يقدم شيء لكنه لم ينجح، الدور الان علي باقي اللاعب…,joy
: هذا حال اطفال حلب من لم يمت من القصف مات من الرعب اللهم فرج عن اهلنا في  Syria  Aleppo,sympathy
2000   صباحكما ورد و سعد,joy
i had promised her i will buy their cupcake bt im feeling shy to face her n thn miss it,fear
هو عندما تجلس الي جانب شخص ما ، دون ان تفعل شيئاً ، ومع ذلك تشعر بسعاده غامره,love
الجزائر في الكوره في الاوليمبياد واقعه في اصعب مجموعه.. معاها ارجنتين و برتغال..,none
ستاد التحرير | ميدو جابر: الانضمام  للاهلي «حلم حياتي».. وابو تريكه مثلي الاعلي,love
كفار قريش دول كانو وﻻد وسخه جاحدين اوووي بقي النبي يعرض عليكم تدخلو اﻻسﻻم وتدخلو الجنه وترفضوا  كانو هيخسروا ايه يعني مش احسن من اﻻصنام,anger
maher  انا بمتحن ✋,fear
الحمدلله اللي كنت خايفه يحصل .. حصل ......,fear
مبروووووك البطل العظيم محمد ايهاب والميداليه الثانيه لمصر في الاوليمبياد.. رفع الاثقال رفع مصر من تحت الانقاض ونقلها من خانه الصفر,joy
Salah اكييد بس هيا حاله زهق,sadness
i was still feeling weird about the day before,fear
انا خائفه ، كيف ساستطيع الذهاب للحمام وحدي ؟ :(,fear
فيه لينك اشوف منه حفله الاوليمبياد؟,none
i feel honoured to become a journalist on his blog dedicated to this amazing song contest which is eurovision,joy
مساءكم خريفي جو خرافي يصلح للزواج الرومانسي 💓💓  زواج  مسيار  فراوله 😑,love
من دفئها ضل السرير يغار استوحشت اناملي واضافري غاصت بخصرٍ من ثمار وتوطنت شفتاي من بعد ابتداءٍ ترتشف شهقاتها كلما زاد الثوار اكليل ورد رحيقها,joy
:  بوح القوافي من لا تقوده فعوله للمكان الرفيع لو يرفعونه هل الامداح ما يرتفع . يبقي بقل العزايم في مكانٍ وضيع وتلقاه لا نافعٍ غي…,sadness
im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,joy
الذهبيه الاولي في تاريخ الاوليمبياد قبل بدئه,surprise
صباحك ويومك جميل انشاءلله..مرسي لذوقك,joy
i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore,anger
في يُلغي اﻟمنطق و يُترك اﻟقلب ﻟينطق ! في الحب ننسي ﻣن نكون في الحب كل  خطيئه تُغتفر كل ﻋيب لا نراه اوليس الحب اعمي ؟!!,love
ربنا يصبرهم و يرحمه يارب,sympathy
i feel amused at the absurdity of it all,joy
ان الحياه للمحبين تزهر حقيقي,love
.. هي وصلت لكداا,surprise
الحب :ياتي مره واحده في العمر او قد لا ياتي ابدا فهو ما وقر في القلب وصدقه العقل ،،، .,love
يا بنت دين الاوليمبياد,none
لـسه  بـتـحبـها لا عادي !! طــب داري دمـوعـك الاول وبعـديـن  اكـدب بـرحـتـك,sadness
i sit and remember what longing felt like and what denial feels like it is so strange to think i couldnt have changed my own perspective the experience itself created my view of the world,fear
i can t help but feel petrified of the future is she ever going to get better,fear
i feel suspicious when i see this redundant use of the credential,fear
برت ، قلك وانا خايفه علي الطلاب ، وهما كل واحد فيهم بيفكر ايش الجريمه الي حيسويها بكره ، هما المفروض يخافو مننا😂😂👊🏽,fear
يجب مسائله البيشمركه التي انسحبت من جبل سنجار دون مقاومه داعش الذي احتل سنجار وارتكب افضع الجرائم وهنا يجب ان تبسط قوات العراقيه الامن هناك,anger
ALSHANFA: اللهم ان اهل لا حول لهم ولا قوه ، اللهم انتصر لضعفائهم واطفالهم ونسائهم وشيوخهم اللهم سدد رمي المجاهدين وثبت قلوبهم…,sympathy
Momani   ههههههههههههههههههههه عحبتني سطر النمل,joy
i was feeling cold and wet most of the time,anger
ياجماعه في بلد اسمها الهندوراس في نصف نهائي كره القدم في الاوليمبياد..انا مش عارف اشتم اقول ايه فعلا,sadness
badr:  يوم الاعسر العالمي امي يوم شافتني اكتب باليسار قالت لي بتصير عالم كبير ، لن اخيب نظره الغاليه فيني ❤️,joy
والله انا خايفه اعيش ف البلد دي .. خايفه اتجوز و اخلف فيها ..,fear
i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,anger
لا يُعبر عن احتياجنا لِوقت مستقطع من  السعاده البكاء هو موت اللغه حين يكبلها الصمت .. لِحاجه في صدورنا 🔐,sadness
اووووووووووووووووووووووه اقوي مفاجاه في تاريخ الاوليمبياد بالكااااااااااااااااااااامل  ITA  ITA  ITA ايطالياااااااااا مستحيييل اول الدهب,surprise
: سلاماً علي من تلحفوا بالثري ،عسي الله ان يهب لهم من لطفه نسمات عطف .,sympathy
i get lots of praises i feel proud sometimes,joy
علي الصقفه كله يرقص علي الصقفه كله يرقص  زماااااااااااااااااااااااااالك,joy
Ibrahim88 و عَلكُم سلام!,joy
: سنسجل ونسجل ونسجل  واخرتها صياح وبكاء وعويل وَ  النصر بدون محترفين  نادي الهياط والمسخرررررااااا????????????????,anger
ناس حقيره .. ازاي بندي اللي مالهومش لازمه قيمه كده ???? .. دانا عايزه اضرب نفسي اني كنت هبله كده ايه ده !!!,anger
i kept crying or feeling cranky,anger
i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,fear
يااهل حلب ياليتني كنت معكم فافوزفوزاًعظيماهاهم الروس قدحشدوامع جحوش الفرس فالله الله بالاخلاص اللهم سلم اهلهاونصرمجاهديهاياقوي يامتين,sympathy
i feel is truthful the fun always lies in having an idea and seeing it realized and not soo much in the object or goal,joy
itti: مولر لاعب نايم طول المباراه وفجاه تحصله يحتفل بالهدف بس اهم شيء انه يسجل ❤️,joy
تحيا مصر بشبابها اللي شرفوا مصر في الاوليمبياد,joy
i feel insulted to see anyone wearing crocs the fashionable shoe icon,anger
انا مش لاقي نفسي مش فاهمني ..,sadness
